Stoffcode;Stofflieferant;Herstellungsland;Lager;Bestellte Menge;Voraussichtliches Empfangsdatum;Status;Preiskat;Zusammensetzung;Gewicht;Eigenschaften;Katalog;Produkttyp;Stoffart;Stofffarbe;Saison;MTO
30C4141;Reda;Italy;204.66 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.1;99% Wolle | 1% Elasthan;270 gr/ml;Stretch;C1SEV4/4 | 26;Anzug;Plain;Blue/Navy;4 Jahreszeiten;
30C4124;Reda;Italy;79.45 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.1;99% Wolle | 1% Elasthan;270 gr/ml;Stretch;C1SEV4/4 | 27;Anzug;Plain;Grey;4 Jahreszeiten;
30C4142;Reda;Italy;31.76 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.1;99% Wolle | 1% Elasthan;270 gr/ml;Stretch;C1SEV4/4 | 28;Anzug;Plain;Black;4 Jahreszeiten;
320.701/43;VITALE BARBERIS;Italy;154.12 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;6;100% Wolle;330 gr/ml;Traveller, Stretch;C1SEV4/4 | 29;Anzug;Plain;Beige;4 Jahreszeiten;
320.701/38;VITALE BARBERIS;Italy;107.08 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;6;100% Wolle;330 gr/ml;Traveller, Stretch;C1SEV4/4 | 30;Anzug;Plain;Grey;4 Jahreszeiten;
320.701/42;VITALE BARBERIS;Italy;98.99 m;210 m;23/12/2025;MTM QS;6;100% Wolle;330 gr/ml;Traveller, Stretch;C1SEV4/4 | 32;Anzug;Plain;Blue/Navy;4 Jahreszeiten;
320.701/1;VITALE BARBERIS;Italy;70.64 m;280 m;26/12/2025;MTM QS;6;100% Wolle;330 gr/ml;Traveller, Stretch;C1SEV4/4 | 33;Anzug;Plain;Blue/Navy;4 Jahreszeiten;
920.601/5730;VITALE BARBERIS;Italy;90.2 m;140 m;26/12/2025;MTM QS;6;100% Wolle;330 gr/ml;Traveller, Stretch;C1SEV4/4 | 34;Anzug;Plain;Black;4 Jahreszeiten;
88C3000;Carlo Barbera;Italy;33.29 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;100% Schurwolle;250 gr/ml;Stretch;C1SLV1/5 | 1;Anzug;Other;Blue/Navy;4 Jahreszeiten;
88C3001;Carlo Barbera;Italy;185.46 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;100% Schurwolle;250 gr/ml;Stretch;C1SLV1/5 | 2;Anzug;Plain;Blue/Navy;4 Jahreszeiten;
88C3002;Carlo Barbera;Italy;8.69 m;50 m;26/12/2025;MTM QS;7.2;100% Schurwolle;250 gr/ml;Stretch;C1SLV1/5 | 3;Anzug;Other;Blue/Navy;4 Jahreszeiten;
88C3003;Carlo Barbera;Italy;56.62 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;100% Schurwolle;250 gr/ml;Stretch;C1SLV1/5 | 4;Anzug;Other;Grey;4 Jahreszeiten;
88C3004;Carlo Barbera;Italy;49.9 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;100% Schurwolle;250 gr/ml;Stretch;C1SLV1/5 | 5;Anzug;Plain;Blue/Navy;4 Jahreszeiten;
88C3005;Carlo Barbera;Italy;33.48 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;100% Schurwolle;250 gr/ml;Stretch;C1SLV1/5 | 6;Anzug;Plain;Black;4 Jahreszeiten;
88C3006;Carlo Barbera;Italy;82.96 m;450 m;26/01/2026;MTM QS;7.2;100% Schurwolle;250 gr/ml;Stretch;C1SLV1/5 | 7;Anzug;Plain;Beige;4 Jahreszeiten;
88C3007;Carlo Barbera;Italy;20.57 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;100% Schurwolle;250 gr/ml;Stretch;C1SLV1/5 | 8;Anzug;Plain;Grey;4 Jahreszeiten;
88C3008;Carlo Barbera;Italy;60.28 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;100% Schurwolle;250 gr/ml;Stretch;C1SLV1/5 | 9;Anzug;Plain;Blue/Navy;4 Jahreszeiten;
88C3009;Carlo Barbera;Italy;92.63 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;100% Schurwolle;250 gr/ml;Stretch;C1SLV1/5 | 10;Anzug;Plain;Blue/Navy;4 Jahreszeiten;
88C3010;Carlo Barbera;Italy;73.86 m;50 m;02/01/2026;MTM QS;7.2;100% Schurwolle;250 gr/ml;Stretch;C1SLV1/5 | 11;Anzug;Plain;Blue/Navy;4 Jahreszeiten;
88C3011;Carlo Barbera;Italy;96.5 m;102.9 m;21/12/2025;MTM QS;7.2;100% Schurwolle;250 gr/ml;Stretch;C1SLV1/5 | 12;Anzug;Plain;Black;4 Jahreszeiten;
11C4040;DRAGO;Italy;83.5 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;9;100% Schurwolle;255 gr/ml;Standard;C1SLV1/5 | 13;Anzug, Outerwear;Plain;Blue/Navy;4 Jahreszeiten;YES
11C4041;DRAGO;Italy;99.62 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;9;100% Schurwolle;255 gr/ml;Standard;C1SLV1/5 | 14;Anzug, Outerwear;Plain;Blue/Navy;4 Jahreszeiten;YES
11C4050;DRAGO;Italy;65.98 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10;100% Schurwolle;255 gr/ml;Standard;C1SLV1/5 | 15;Anzug, Outerwear;Stripe;Blue/Navy;4 Jahreszeiten;YES
11C4049;DRAGO;Italy;210.01 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10;100% Schurwolle;255 gr/ml;Standard;C1SLV1/5 | 16;Anzug, Outerwear;Stripe;Blue/Navy;4 Jahreszeiten;YES
11C4044;DRAGO;Italy;81.15 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.1;100% Schurwolle;255 gr/ml;Standard;C1SLV1/5 | 17;Anzug, Outerwear;Check;Blue/Navy;4 Jahreszeiten;YES
11C4045;DRAGO;Italy;119.38 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.1;100% Schurwolle;255 gr/ml;Standard;C1SLV1/5 | 18;Anzug, Outerwear;Check;Blue/Navy;4 Jahreszeiten;YES
11C4042;DRAGO;Italy;75.49 m;50 m;22/12/2025;MTM QS;9;100% Schurwolle;255 gr/ml;Standard;C1SLV1/5 | 19;Anzug, Outerwear;Plain;Green;4 Jahreszeiten;YES
11C4043;DRAGO;Italy;61.64 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;9;100% Schurwolle;255 gr/ml;Standard;C1SLV1/5 | 20;Anzug, Outerwear;Plain;Green;4 Jahreszeiten;YES
11C4051;DRAGO;Italy;36.62 m;50 m;22/12/2025;MTM QS;10;100% Schurwolle;255 gr/ml;Standard;C1SLV1/5 | 21;Anzug, Outerwear;Stripe;Brown;4 Jahreszeiten;YES
11C4048;DRAGO;Italy;37.89 m;50 m;22/12/2025;MTM QS;10;100% Schurwolle;255 gr/ml;Standard;C1SLV1/5 | 22;Anzug, Outerwear;Stripe;Grey;4 Jahreszeiten;YES
11C4046;DRAGO;Italy;53.85 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.1;100% Schurwolle;255 gr/ml;Standard;C1SLV1/5 | 23;Anzug, Outerwear;Check;Brown;4 Jahreszeiten;YES
11C4047;DRAGO;Italy;33.2 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.1;100% Schurwolle;255 gr/ml;Standard;C1SLV1/5 | 24;Anzug, Outerwear;Check;Grey;4 Jahreszeiten;YES
60C7006;DELFINO;Italy;116.41 m;100 m;11/01/2026;MTM QS;10.1;100% Schurwolle;260 gr/ml;Standard;C1SLV2/6 | 1;Anzug;Plain;Grey;4 Jahreszeiten;YES
60C7005;DELFINO;Italy;31.81 m;100 m;11/01/2026;MTM QS;10.1;100% Schurwolle;260 gr/ml;Standard;C1SLV2/6 | 2;Anzug;Plain;Grey;4 Jahreszeiten;YES
60C7004;DELFINO;Italy;139.7 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.1;100% Schurwolle;260 gr/ml;Standard;C1SLV2/6 | 3;Anzug;Plain;Blue/Navy;4 Jahreszeiten;No
60C7003;DELFINO;Italy;46.69 m;50 m;23/12/2025;MTM QS;10.1;100% Schurwolle;260 gr/ml;Standard;C1SLV2/6 | 4;Anzug;Plain;Blue/Navy;4 Jahreszeiten;YES
60C7000;DELFINO;Italy;40.45 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.5;100% Schurwolle;260 gr/ml;Standard;C1SLV2/6 | 5;Anzug;Check;Grey;4 Jahreszeiten;YES
60C7002;DELFINO;Italy;33.98 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.5;100% Schurwolle;260 gr/ml;Standard;C1SLV2/6 | 6;Anzug;Check;Blue/Navy;4 Jahreszeiten;YES
60C7024;DELFINO;Italy;79.35 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.2;100% Schurwolle;245 gr/ml;;C1SLV2/6 | 7;Anzug;Plain;Beige;4 Jahreszeiten;YES
60C7025;DELFINO;Italy;48.39 m;25 m;23/12/2025;MTM QS;10.2;100% Schurwolle;245 gr/ml;;C1SLV2/6 | 8;Anzug;Plain;Brown;4 Jahreszeiten;YES
60C7026;DELFINO;Italy;53.98 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.2;100% Schurwolle;245 gr/ml;;C1SLV2/6 | 9;Anzug;Plain;Blue/Navy;4 Jahreszeiten;YES
60C7027;DELFINO;Italy;41.22 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.2;100% Schurwolle;245 gr/ml;;C1SLV2/6 | 10;Anzug;Plain;Blue/Navy;4 Jahreszeiten;YES
60C7028;DELFINO;Italy;65.81 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.2;100% Schurwolle;245 gr/ml;;C1SLV2/6 | 11;Anzug;Plain;Grey;4 Jahreszeiten;YES
60C7029;DELFINO;Italy;30.74 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.2;100% Schurwolle;245 gr/ml;;C1SLV2/6 | 12;Anzug;Plain;Black;4 Jahreszeiten;YES
87C1001;Zegna;Italy;41.64 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;12;100% Wolle;285 gr/ml;Traveller;C1SLV2/6 | 13;Anzug;Check;Grey;4 Jahreszeiten;YES
87C1002;Zegna;Italy;21.21 m;55.1 m;16/12/2025;MTM QS;12;100% Wolle;285 gr/ml;Traveller;C1SLV2/6 | 14;Anzug;Check;Blue/Navy;4 Jahreszeiten;YES
87C1003;Zegna;Italy;81.62 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;12;100% Wolle;285 gr/ml;Traveller;C1SLV2/6 | 15;Anzug;Plain;Black;4 Jahreszeiten;YES
87C1004;Zegna;Italy;37.96 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;12;100% Wolle;285 gr/ml;Traveller;C1SLV2/6 | 16;Anzug;Check;Blue/Navy;4 Jahreszeiten;YES
87C1005;Zegna;Italy;56.26 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;12;100% Wolle;285 gr/ml;Traveller;C1SLV2/6 | 17;Anzug;Plain;Black;4 Jahreszeiten;YES
87C1006;Zegna;Italy;32.53 m;54.8 m;16/12/2025;MTM QS;12;100% Wolle;285 gr/ml;Traveller;C1SLV2/6 | 18;Anzug;Plain;Blue/Navy;4 Jahreszeiten;YES
87C1015;Zegna;Italy;69.9 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;12;;285 gr/ml;Traveller;C1SLV2/6 | 19;Anzug;Other;Grey;4 Jahreszeiten;
87C1016;Zegna;Italy;56.11 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;12;;285 gr/ml;Traveller;C1SLV2/6 | 20;Anzug;Other;Blue/Navy;4 Jahreszeiten;
87C1019;Zegna;Italy;86.63 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;12.1;;285 gr/ml;Traveller;C1SLV2/6 | 21;Anzug;Other;Blue/Navy;4 Jahreszeiten;
87C1020;Zegna;Italy;78.38 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;12.1;;285 gr/ml;Traveller;C1SLV2/6 | 22;Anzug;Other;Blue/Navy;4 Jahreszeiten;
87C1017;Zegna;Italy;73.45 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;12.2;;285 gr/ml;Traveller;C1SLV2/6 | 23;Anzug;Other;Grey;4 Jahreszeiten;
87C1018;Zegna;Italy;68.58 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;12.2;;285 gr/ml;Traveller;C1SLV2/6 | 24;Anzug;Other;Blue/Navy;4 Jahreszeiten;
37C1004;Dormeuil;England;55.04 m;195 m;23/12/2025;MTM QS;10.3;100% Wolle;290 gr/ml;Standard;C1SLV3/7 | 1;Anzug;Plain;Blue/Navy;4 Jahreszeiten;
37C1005;Dormeuil;England;88.49 m;65 m;16/12/2025;MTM QS;10.3;100% Wolle;290 gr/ml;Transparent;C1SLV3/7 | 2;Anzug;Plain;Blue/Navy;4 Jahreszeiten;
37C1006;Dormeuil;England;47.17 m;130 m;16/12/2025;MTM QS;10.3;100% Wolle;290 gr/ml;Standard;C1SLV3/7 | 3;Anzug;Plain;Blue/Navy;4 Jahreszeiten;
37C1007;Dormeuil;England;126.29 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.3;100% Wolle;290 gr/ml;Standard;C1SLV3/7 | 4;Anzug;Plain;Grey;4 Jahreszeiten;
37C1001;Dormeuil;England;54.6 m;260 m;23/12/2025;MTM QS;10.3;100% Wolle;290 gr/ml;Standard;C1SLV3/7 | 5;Anzug;Plain;Beige;4 Jahreszeiten;
37C1002;Dormeuil;England;82.83 m;195 m;23/12/2025;MTM QS;10.3;100% Wolle;290 gr/ml;Standard;C1SLV3/7 | 6;Anzug;Plain;Green;4 Jahreszeiten;
37C1000;Dormeuil;England;146.06 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.3;100% Wolle;290 gr/ml;Standard;C1SLV3/7 | 7;Anzug;Plain;Orange/Yellow;4 Jahreszeiten;
37C1003;Dormeuil;England;81.39 m;130 m;26/02/2026;MTM QS;10.3;100% Wolle;290 gr/ml;Standard;C1SLV3/7 | 8;Anzug;Plain;Green;4 Jahreszeiten;
89C4001;Dugdale Bros;England;39.43 m;140 m;23/12/2025;MTM QS;10;100% Wolle;300 gr/ml;;C1SLV3/7 | 9;Anzug;Plain;Brown;4 Jahreszeiten;NO
89C4003;Dugdale Bros;England;85.52 m;70 m;23/12/2025;MTM QS;10;100% Wolle;300 gr/ml;;C1SLV3/7 | 10;Anzug;Plain;Green;4 Jahreszeiten;NO
89C4004;Dugdale Bros;England;17.63 m;70 m;23/12/2025;MTM QS;10;100% Wolle;300 gr/ml;;C1SLV3/7 | 11;Anzug;Plain;Beige;4 Jahreszeiten;NO
89C4005;Dugdale Bros;England;198.35 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10;100% Wolle;300 gr/ml;;C1SLV3/7 | 12;Anzug;Plain;Green;4 Jahreszeiten;NO
89C4006;Dugdale Bros;England;34.96 m;140 m;23/12/2025;MTM QS;10;100% Wolle;300 gr/ml;;C1SLV3/7 | 13;Anzug;Plain;Blue/Navy;4 Jahreszeiten;NO
89C4002;Dugdale Bros;England;97.69 m;140 m;23/12/2025;MTM QS;10;100% Wolle;300 gr/ml;;C1SLV3/7 | 14;Anzug;Plain;Green;4 Jahreszeiten;NO
84C1000;Huddersfield;England;90.73 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10;100% Wolle;280 gr/ml;;C1SLV3/7 | 15;Anzug;Plain;Beige;4 Jahreszeiten;YES
84C1001;Huddersfield;England;45.43 m;70 m;11/01/2026;MTM QS;10;100% Wolle;280 gr/ml;;C1SLV3/7 | 16;Anzug;Plain;Beige;4 Jahreszeiten;YES
84C1002;Huddersfield;England;109.42 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10;100% Wolle;280 gr/ml;;C1SLV3/7 | 17;Anzug;Plain;Blue/Navy;4 Jahreszeiten;YES
84C1003;Huddersfield;England;65.63 m;140.9 m;11/01/2026;MTM QS;10;100% Wolle;280 gr/ml;;C1SLV3/7 | 18;Anzug;Plain;Blue/Navy;4 Jahreszeiten;YES
84C1004;Huddersfield;England;103.18 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10;100% Wolle;280 gr/ml;;C1SLV3/7 | 19;Anzug;Plain;Green;4 Jahreszeiten;YES
84C1005;Huddersfield;England;106.92 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10;100% Wolle;280 gr/ml;;C1SLV3/7 | 20;Anzug;Plain;Green;4 Jahreszeiten;YES
34V4023;ZIGNONE;Italy;611.99 m;1000 m;11/01/2026;MTM QS;7.2;100% Schurwolle;280 gr/ml;Standard;C1JEV1/8 | 1;Sakko, Weste;Plain;Blue/Navy;4 Jahreszeiten;
34V4024;ZIGNONE;Italy;174.19 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;100% Schurwolle;290 gr/ml;Standard;C1JEV1/8 | 2;Sakko, Weste;Plain;Blue/Navy;4 Jahreszeiten;
34V4026;ZIGNONE;Italy;49.19 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;100% Schurwolle;290 gr/ml;Standard;C1JEV1/8 | 3;Sakko, Weste;Plain;Blue/Navy;4 Jahreszeiten;
34V4027;ZIGNONE;Italy;36.69 m;50.6 m;16/12/2025;MTM QS;7.2;100% Schurwolle;290 gr/ml;Standard;C1JEV1/8 | 4;Sakko, Weste;Plain;Blue/Navy;4 Jahreszeiten;
34V4025;ZIGNONE;Italy;48.4 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;100% Schurwolle;290 gr/ml;Standard;C1JEV1/8 | 5;Sakko, Weste;Plain;Blue/Navy;4 Jahreszeiten;
34V4021;ZIGNONE;Italy;67.64 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;8;98% Schurwolle | 2% Elasthan;320gr/ml;Stretch;C1JEV1/8 | 6;Sakko, Weste;Plain;Blue/Navy;4 Jahreszeiten;
34V4022;ZIGNONE;Italy;40.1 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;8;98% Schurwolle | 2% Elasthan;320 gr/ml;Stretch;C1JEV1/8 | 7;Sakko, Weste;Plain;Beige;4 Jahreszeiten;
317.701/4;VITALE BARBERIS;Italy;192.83 m;140 m;23/12/2025;MTM QS;6;99% Schurwolle | 1% Elasthan;280 gr/ml;Stretch;C1JEV1/8 | 8;Anzug;Plain;Blue/Navy;4 Jahreszeiten;
317.701/1;VITALE BARBERIS;Italy;134.34 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;6;99% Schurwolle | 1% Elasthan;280 gr/ml;Stretch;C1JEV1/8 | 9;Anzug;Plain;Blue/Navy;4 Jahreszeiten;
317.701/13;VITALE BARBERIS;Italy;109.28 m;70 m;01/12/2025;MTM QS;6;99% Schurwolle | 1% Elasthan;280 gr/ml;Stretch;C1JEV1/8 | 10;Anzug;Plain;Green;4 Jahreszeiten;
10.712/341;VITALE BARBERIS;Italy;260.79 m;700 m;23/12/2025;MTM QS;7.2;100% Schurwolle;280 gr/ml;;C1JEV1/8 | 11;Anzug;Plain;Beige;4 Jahreszeiten;
10.712/314;VITALE BARBERIS;Italy;175.69 m;280 m;11/01/2026;MTM QS;7.2;100% Wolle;280 gr/ml;;C1JEV1/8 | 12;Anzug;Plain;Blue/Navy;4 Jahreszeiten;
10.712/411;VITALE BARBERIS;Italy;207.73 m;490 m;11/01/2026;MTM QS;7.2;100% Schurwolle;280 gr/ml;;C1JEV1/8 | 13;Anzug;Plain;Green;4 Jahreszeiten;
10.712/419;VITALE BARBERIS;Italy;68.2 m;700 m;26/12/2025;MTM QS;7.2;100% Schurwolle;280 gr/ml;;C1JEV1/8 | 14;Anzug;Plain;Green;4 Jahreszeiten;
30V4108;Reda;Italy;82.84 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7;100% Wolle;290 gr/ml;Stretch;C1JEV1/8 | 15;Sakko, Weste;Plain;Blue/Navy;4 Jahreszeiten;
30V4109;Reda;Italy;79.02 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7;100% Wolle;290 gr/ml;Stretch;C1JEV1/8 | 16;Sakko, Weste;Plain;Blue/Navy;4 Jahreszeiten;
30V4110;Reda;Italy;87.9 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7;100% Wolle;290 gr/ml;Stretch;C1JEV1/8 | 17;Sakko, Weste;Plain;Blue/Navy;4 Jahreszeiten;
30V4106;Reda;Italy;82.48 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7;100% Wolle;290 gr/ml;Stretch;C1JEV1/8 | 18;Sakko, Weste;Plain;Green;4 Jahreszeiten;
30V4107;Reda;Italy;80.31 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7;100% Wolle;290 gr/ml;Stretch;C1JEV1/8 | 19;Sakko, Weste;Plain;Green;4 Jahreszeiten;
30V4103;Reda;Italy;86.45 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7;100% Wolle;290 gr/ml;Stretch;C1JEV1/8 | 20;Sakko, Weste;Plain;Brown;4 Jahreszeiten;
11V1006;DRAGO;Italy;43.84 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;9;100% Schurwolle;285 gr/ml;Natural stretch;C1JEV1/8 | 21;Sakko, Weste;Plain;Blue/Navy;4 Jahreszeiten;
11V1005;DRAGO;Italy;154.44 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;9;100% Schurwolle;285 gr/ml;Natural stretch;C1JEV1/8 | 22;Sakko, Weste;Other;Blue/Navy;;
11V1004;DRAGO;Italy;200.36 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;9;100% Schurwolle;280 gr/ml;Natural stretch;C1JEV1/8 | 23;Sakko, Weste;Other;Blue/Navy;;
98T1019;MARFIL;Italy;206.77 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;0.8;60% Baumwolle | 40% Polyester;290 gr/ml;Water repellent;C1TEV1/9 | 1;Outerwear;Plain;Beige;4 Jahreszeiten;YES
99T1015;MARFIL;Italy;318.45 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;0.8;60% Baumwolle | 40% Polyester;290 gr/ml;Water repellent;C1TEV1/9 | 2;Outerwear;Plain;Brown;4 Jahreszeiten;
98T1016;MARFIL;Italy;83.58 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;0.8;60% Baumwolle | 40% Polyester;290 gr/ml;Water repellent;C1TEV1/9 | 3;Outerwear;Plain;Blue/Navy;4 Jahreszeiten;YES
98T1017;MARFIL;Italy;278.53 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;0.8;60% Baumwolle | 40% Polyester;290 gr/ml;Water repellent;C1TEV1/9 | 4;Outerwear;Plain;Black;4 Jahreszeiten;YES
54T1034;Olmetex;Italy;73.55 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;87% Polyester | 13% Polyurethane;155 gr/ml;Waterproof;C1TEV1/9 | 5;Outerwear;Plain;White/Off-white;4 Jahreszeiten;YES
54T1033;Olmetex;Italy;59.07 m;49 m;15/12/2025;MTM QS;3;87% Polyester | 13% Polyurethane;155 gr/ml;Waterproof;C1TEV1/9 | 6;Outerwear;Plain;Brown;4 Jahreszeiten;YES
54T1042;Olmetex;Italy;82.44 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;87% Polyester | 13% Polyurethane;155 gr/ml;Waterproof;C1TEV1/9 | 7;Outerwear;Plain;Green;4 Jahreszeiten;YES
54T1035;Olmetex;Italy;65.09 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;87% Polyester | 13% Polyurethane;155 gr/ml;Waterproof;C1TEV1/9 | 8;Outerwear;Plain;Blue/Navy;4 Jahreszeiten;YES
54T1012;Olmetex;Italy;97.29 m;64.85 m;15/12/2025;MTM QS;4;65% Polyester | 35% Baumwolle;405 gr/ml;Water repellent;C1TEV1/9 | 9;Outerwear;Plain;Beige;4 Jahreszeiten;YES
54T1011;Olmetex;Italy;13.22 m;56.55 m;15/12/2025;MTM QS;4;65% Polyester | 35% Baumwolle;405 gr/ml;Water repellent;C1TEV1/9 | 10;Outerwear;Plain;Brown;4 Jahreszeiten;YES
