Stoffcode;Stofflieferant;Herstellungsland;Lager;Bestellte Menge;Voraussichtliches Empfangsdatum;Status;Preiskat;Zusammensetzung;Gewicht;Eigenschaften;Katalog;Produkttyp;Stoffart;Stofffarbe;Saison;MTO
74SH5003;THOMAS MASON;Italy;6.4 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ELITE;100%CO;112 g/m2;;-;Hemd;Plain;;;NO
74SH5004;THOMAS MASON;Italy;89.31 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ELITE;100%CO;112 g/m2;;-;Hemd;Plain;;;
74SH5005;THOMAS MASON;Italy;14.8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ELITE;100%CO;106 g/m2;;-;Hemd;Plain;;;NO
74SH5006;THOMAS MASON;Italy;21.64 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ELITE;100%CO;106 g/m2;;-;Hemd;Plain;;;
74SH5007;THOMAS MASON;Italy;43.1 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ELITE;100%CO;106 g/m2;;-;Hemd;Stripe;;;
74SH5008;THOMAS MASON;Italy;12.12 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ELITE;100%CO;106 g/m2;;-;Hemd;Stripe;;;NO
74SH5010;THOMAS MASON;Italy;7.33 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ELITE;100%CO;106 g/m2;;-;Hemd;Stripe;;;NO
74SH5017;THOMAS MASON;Italy;21.26 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ELITE;100%CO;107 g/m2;;-;Hemd;Plain;;;NO
74SH5018;THOMAS MASON;Italy;16.91 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ELITE;100%CO;108 g/m2;;-;Hemd;Plain;;;NO
75SH2000;RUKI'S RAMCO;;309.35 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;SELECTION;;;;-;Hemd;Plain;;;NO
75SH2001;RUKI'S RAMCO;;52.22 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ESSENTIAL;;;;-;Hemd;Check;;;NO
75SH2002;RUKI'S RAMCO;;20.63 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ESSENTIAL;;;;-;Hemd;Plain;;;NO
75SH2003;RUKI'S RAMCO;;52.3 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ESSENTIAL;;;;-;Hemd;Stripe;;;NO
76SH4002;SAS INDUO;;0.82 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;PREMIUM;100% CO;117 g/m2;;-;Hemd;Plain;;;NO
76SH4006;SAS INDUO;;193.1 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;0;100% COTTON;188g/ml;;-;Hemd;Plain;;;NO
77SH2004;SOKTAS;;68.73 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ESSENTIAL;73% CO 23% PA 4%EA;;;-;Hemd;Plain;;;
77SH2005;SOKTAS;;35.8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ESSENTIAL;73% CO 23% PA 4%EA;;;-;Hemd;Plain;;;
77SH2011;SOKTAS;;30 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ESSENTIAL;98%CO 2%EA;;;-;Hemd;Plain;;;
77SH2014;SOKTAS;;53.98 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ESSENTIAL;98%CO 2%EA;;;-;Hemd;Plain;;;
77SH3016;SOKTAS;;59.71 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;0;100% CO;;;-;Hemd;Stripe;;;
77SH3017;SOKTAS;;63.19 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;0;100%CO;;;-;Hemd;Stripe;;;
78SH4901;FORMENS;;49.81 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;PREMIUM;86%PLR 14%EA;;;-;Hemd;Plain;;;NO
78SH4903;FORMENS;;34.67 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;PREMIUM;86%PLR 14%EA;;;-;Hemd;Plain;;;NO
78SH4904;FORMENS;;63.83 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;PREMIUM;86%PLR 14%EA;;;-;Hemd;Plain;;;NO
78SH4905;FORMENS;;64.46 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;PREMIUM;86%PLR 14%EA;;;-;Hemd;Plain;;;NO
78SH4906;FORMENS;;15.58 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;PREMIUM;86%PLR 14%EA;;;-;Hemd;Plain;;;NO
78SH4908;FORMENS;;89.77 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;PREMIUM;86%PLR 14%EA;;;-;Hemd;Plain;;;NO
78SH4909;FORMENS;;50.78 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;PREMIUM;86%PLR 14%EA;;;-;Hemd;Plain;;;NO
78SH4910;FORMENS;;37.28 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;PREMIUM;86%PLR 14%EA;;;-;Hemd;Plain;;;NO
78SH4911;FORMENS;;32.29 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ESSENTIAL;100%CO;160GR/ML;;-;Hemd;Plain;;;
78SH4912;FORMENS;;17.15 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ESSENTIAL;100%CO;160GR/ML;;-;Hemd;Plain;;;
78SH4914;FORMENS;;40.37 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ESSENTIAL;100%CO;160GR/ML;;-;Hemd;Plain;;;
78SH4915;FORMENS;;35.9 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM SH SF;ESSENTIAL;100%CO;160GR/ML;;-;Hemd;Plain;;;
